"../Training-data/MFCC/Snare/Snare_000.png","Snare"
"../Training-data/MFCC/Snare/Snare_001.png","Snare"
"../Training-data/MFCC/Snare/Snare_002.png","Snare"
"../Training-data/MFCC/Snare/Snare_003.png","Snare"
"../Training-data/MFCC/Snare/Snare_004.png","Snare"
"../Training-data/MFCC/Snare/Snare_005.png","Snare"
"../Training-data/MFCC/Snare/Snare_006.png","Snare"
"../Training-data/MFCC/Snare/Snare_007.png","Snare"
"../Training-data/MFCC/Snare/Snare_008.png","Snare"
"../Training-data/MFCC/Snare/Snare_009.png","Snare"
"../Training-data/MFCC/Snare/Snare_010.png","Snare"
"../Training-data/MFCC/Snare/Snare_011.png","Snare"
"../Training-data/MFCC/Snare/Snare_012.png","Snare"
"../Training-data/MFCC/Snare/Snare_013.png","Snare"
"../Training-data/MFCC/Snare/Snare_014.png","Snare"
"../Training-data/MFCC/Snare/Snare_015.png","Snare"
"../Training-data/MFCC/Snare/Snare_016.png","Snare"
"../Training-data/MFCC/Snare/Snare_017.png","Snare"
"../Training-data/MFCC/Snare/Snare_019.png","Snare"
"../Training-data/MFCC/Snare/Snare_021.png","Snare"
"../Training-data/MFCC/Snare/Snare_022.png","Snare"
"../Training-data/MFCC/Snare/Snare_023.png","Snare"
"../Training-data/MFCC/Snare/Snare_024.png","Snare"
"../Training-data/MFCC/Snare/Snare_025.png","Snare"
"../Training-data/MFCC/Snare/Snare_026.png","Snare"
"../Training-data/MFCC/Snare/Snare_027.png","Snare"
"../Training-data/MFCC/Snare/Snare_028.png","Snare"
"../Training-data/MFCC/Snare/Snare_029.png","Snare"
"../Training-data/MFCC/Snare/Snare_030.png","Snare"
"../Training-data/MFCC/Snare/Snare_031.png","Snare"
"../Training-data/MFCC/Snare/Snare_032.png","Snare"
"../Training-data/MFCC/Snare/Snare_033.png","Snare"
"../Training-data/MFCC/Snare/Snare_034.png","Snare"
"../Training-data/MFCC/Snare/Snare_035.png","Snare"
"../Training-data/MFCC/Snare/Snare_036.png","Snare"
"../Training-data/MFCC/Snare/Snare_037.png","Snare"
"../Training-data/MFCC/Snare/Snare_038.png","Snare"
"../Training-data/MFCC/Snare/Snare_039.png","Snare"
"../Training-data/MFCC/Snare/Snare_040.png","Snare"
"../Training-data/MFCC/Snare/Snare_041.png","Snare"
"../Training-data/MFCC/Snare/Snare_042.png","Snare"
"../Training-data/MFCC/Snare/Snare_044.png","Snare"
"../Training-data/MFCC/Snare/Snare_045.png","Snare"
"../Training-data/MFCC/Snare/Snare_046.png","Snare"
"../Training-data/MFCC/Snare/Snare_047.png","Snare"
"../Training-data/MFCC/Snare/Snare_048.png","Snare"
"../Training-data/MFCC/Snare/Snare_049.png","Snare"
"../Training-data/MFCC/Snare/Snare_050.png","Snare"
"../Training-data/MFCC/Snare/Snare_052.png","Snare"
"../Training-data/MFCC/Snare/Snare_053.png","Snare"
"../Training-data/MFCC/Snare/Snare_055.png","Snare"
"../Training-data/MFCC/Snare/Snare_056.png","Snare"
"../Training-data/MFCC/Snare/Snare_057.png","Snare"
"../Training-data/MFCC/Snare/Snare_058.png","Snare"
"../Training-data/MFCC/Snare/Snare_059.png","Snare"
"../Training-data/MFCC/Snare/Snare_060.png","Snare"
"../Training-data/MFCC/Snare/Snare_061.png","Snare"
"../Training-data/MFCC/Snare/Snare_062.png","Snare"
"../Training-data/MFCC/Snare/Snare_063.png","Snare"
"../Training-data/MFCC/Snare/Snare_064.png","Snare"
"../Training-data/MFCC/Snare/Snare_065.png","Snare"
"../Training-data/MFCC/Snare/Snare_066.png","Snare"
"../Training-data/MFCC/Snare/Snare_067.png","Snare"
"../Training-data/MFCC/Snare/Snare_068.png","Snare"
"../Training-data/MFCC/Snare/Snare_069.png","Snare"
"../Training-data/MFCC/Snare/Snare_070.png","Snare"
"../Training-data/MFCC/Snare/Snare_071.png","Snare"
